perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,no_of_premiums_paid,application_underwriting_score,renewal
0.004,29571,75050,0.0,0.0,0.0,11,99.89,1
0.081,18989,120110,1.0,0.0,0.0,10,99.42,0
0.053,23366,526040,1.0,0.0,0.0,10,98.42,1
1.0,27016,165140,0.0,0.0,0.0,2,99.06729119785638,1
1.0,17170,295610,0.0,0.0,0.0,11,99.24,1
0.494,20089,293020,1.0,0.0,0.0,12,99.59,1
0.08800000000000001,17527,114420,0.0,0.0,0.0,8,98.53,1
0.33799999999999997,14606,236040,0.0,0.0,0.0,8,99.11,1
0.616,10955,262570,1.0,0.0,0.0,13,98.88,1
0.0,28481,240150,1.0,0.0,0.0,10,99.06729119785638,1
0.7829999999999999,22640,112800,1.0,0.0,0.0,7,98.44,1
0.015,29206,153130,0.0,0.0,0.0,27,99.71,1
0.309,17893,138120,0.0,0.0,0.0,8,99.21,1
0.9229999999999999,13879,159110,2.0,0.0,0.0,8,98.66,0
0.0,17161,240080,0.0,0.0,0.0,14,99.23,1
0.04,21547,120070,0.0,0.0,0.0,6,99.87,1
1.0,14614,262650,0.0,0.0,0.0,10,99.44,1
0.9990000000000001,28847,249130,0.0,0.0,0.0,5,99.72,1
0.023,12783,142530,0.0,0.0,0.0,12,99.64,1
0.625,12788,137590,0.0,0.0,0.0,8,99.53,1
1.0,17525,180120,0.0,0.0,0.0,4,99.59,1
0.23,13885,210140,0.0,0.0,0.0,10,98.76,1
0.52,9138,174130,0.0,0.0,0.0,11,99.59,1
0.289,12416,146980,0.0,0.0,0.0,8,99.4,1
0.546,11323,189070,0.0,0.0,0.0,11,98.3,1
0.452,19723,369050,0.0,0.0,0.0,18,98.74,1
1.0,13885,80100,0.0,0.0,0.0,2,99.06729119785638,0
0.0,22273,180050,0.0,0.0,0.0,20,99.32,1
0.008,33589,250020,0.0,0.0,0.0,3,99.06729119785638,1
0.032,27384,80100,0.0,0.0,0.0,5,99.85,1
0.327,8773,56610,0.0,0.0,0.0,5,99.48,1
0.6829999999999999,24827,42060,0.0,0.0,0.0,5,99.83,1
0.444,18986,2100090,0.0,0.0,0.0,19,99.49,1
0.325,25562,225340,2.0,0.0,0.0,10,99.6,1
0.413,16068,252150,0.0,1.0,0.0,17,99.28,1
0.033,16434,150100,0.0,0.0,0.0,15,97.87,1
0.11199999999999999,16071,117040,0.0,0.0,0.0,5,99.88,1
0.213,10957,900150,0.0,0.0,0.0,7,99.87,1
0.531,18623,263750,1.0,0.0,1.0,22,98.5,0
0.006999999999999999,23005,382530,0.0,0.0,0.0,5,99.57,1
0.0,23371,150130,0.0,0.0,0.0,9,98.84,1
1.0,13876,80350,0.0,0.0,0.0,2,99.77,1
0.026000000000000002,18986,135100,0.0,0.0,0.0,11,99.73,1
1.0,17893,148440,0.0,0.0,0.0,6,99.0,1
0.198,17529,174130,0.0,0.0,0.0,12,98.63,1
0.013999999999999999,31403,150130,0.0,0.0,0.0,18,97.47,1
0.0,21549,211810,0.0,0.0,0.0,11,99.06729119785638,1
0.42100000000000004,27016,108150,0.0,0.0,0.0,9,98.29,1
0.087,17891,105030,0.0,0.0,0.0,11,99.44,1
0.08900000000000001,21179,390040,0.0,0.0,0.0,14,99.29,1
0.001,20081,450110,0.0,0.0,0.0,8,99.72,1
0.614,12787,150100,0.0,0.0,1.0,10,99.3,0
0.003,28483,158020,0.0,0.0,0.0,10,99.43,1
0.03,19352,174750,1.0,0.0,0.0,15,99.66,1
0.156,17893,182200,0.0,0.0,0.0,14,99.34,1
0.597,13519,199900,0.0,0.0,0.0,12,98.52,1
1.0,12421,120140,0.0,0.0,0.0,8,99.43,1
0.002,18993,151850,0.0,0.0,0.0,11,99.21,1
0.33299999999999996,8772,27100,0.0,0.0,0.0,3,99.88,0
0.28600000000000003,16439,210070,0.0,0.0,0.0,7,99.53,1
0.036000000000000004,18261,180130,0.0,0.0,0.0,9,98.78,1
0.32299999999999995,18988,307550,0.0,0.0,0.0,17,98.59,1
0.11699999999999999,29936,118290,2.0,0.0,0.0,11,99.13,1
0.738,21183,123040,0.0,0.0,0.0,14,97.19,1
0.14400000000000002,24825,270110,0.0,0.0,0.0,15,99.52,1
0.157,16434,242800,0.0,0.0,0.0,35,98.08,1
0.501,26658,234380,0.0,0.0,0.0,20,98.64,1
0.6659999999999999,12421,96060,0.0,0.0,0.0,9,98.93,1
0.092,9132,75120,0.0,0.0,0.0,11,99.51,1
0.3,19718,131110,0.0,0.0,0.0,9,98.98,1
1.0,19717,191030,1.0,1.0,1.0,4,99.73,0
0.122,13148,360030,0.0,0.0,0.0,34,99.29,1
0.107,22642,360140,0.0,0.0,0.0,6,99.58,1
0.228,12060,73310,0.0,0.0,0.0,7,97.84,0
1.0,14610,162520,0.0,0.0,0.0,4,99.06729119785638,1
0.669,17894,224790,0.0,0.0,0.0,19,98.1,1
0.091,17531,175840,2.0,0.0,0.0,17,99.26,1
0.9390000000000001,16439,150270,0.0,0.0,0.0,5,99.22,1
0.055,15706,87150,0.0,0.0,0.0,17,98.65,1
0.431,16437,100060,0.0,0.0,0.0,4,99.43,1
0.037000000000000005,13151,153750,0.0,0.0,0.0,15,97.35,1
1.0,18989,129440,0.0,0.0,0.0,4,99.66,1
0.807,20088,358450,5.0,0.0,0.0,16,99.13,0
0.37,17533,150120,0.0,0.0,0.0,15,99.1,1
0.17600000000000002,17525,192520,1.0,0.0,0.0,11,98.56,1
0.779,18630,217460,2.0,1.0,1.0,9,99.47,0
0.032,20082,182550,0.0,0.0,0.0,13,99.11,1
0.0,23005,390060,0.0,0.0,0.0,13,99.07,1
0.19699999999999998,23005,125040,0.0,0.0,0.0,7,99.46,1
0.662,23367,90080,0.0,0.0,0.0,5,99.27,1
0.0,19356,399050,0.0,0.0,0.0,7,99.43,1
0.32299999999999995,17899,191120,1.0,0.0,0.0,7,99.3,1
0.027999999999999997,20083,182620,0.0,0.0,0.0,16,98.7,1
0.203,22639,362810,0.0,0.0,0.0,14,98.99,1
0.023,32855,93110,0.0,0.0,0.0,8,99.89,1
0.866,21184,135100,0.0,0.0,0.0,11,98.8,1
0.257,15703,90930,0.0,0.0,0.0,10,99.38,1
0.013999999999999999,26653,299190,0.0,0.0,0.0,8,99.49,1
0.0,13878,279760,0.0,0.0,0.0,20,98.32,1
0.49200000000000005,20811,142540,0.0,0.0,0.0,11,98.85,1
1.0,17167,224480,1.0,0.0,0.0,7,99.04,1
0.126,18622,330140,0.0,0.0,0.0,6,99.41,1
0.054000000000000006,22273,195090,0.0,0.0,0.0,15,98.41,1
0.069,20452,237700,0.0,0.0,0.0,11,98.89,1
0.591,15343,219100,0.0,0.0,0.0,10,99.08,1
0.001,17898,100110,0.0,0.0,0.0,7,99.56,1
0.9209999999999999,17168,100100,1.0,1.0,0.0,7,99.39,0
0.063,14606,85710,0.0,0.0,0.0,4,99.08,1
0.0,13515,170150,0.0,0.0,0.0,24,98.68,1
1.0,14609,142340,0.0,0.0,0.0,10,99.85,1
0.115,25562,377410,0.0,0.0,0.0,14,99.62,1
0.0,23008,75140,0.0,0.0,0.0,6,99.06729119785638,1
0.273,24467,252800,0.0,0.0,0.0,7,99.34,1
0.955,8404,108080,1.0,0.0,0.0,6,99.48,1
0.10400000000000001,12057,156140,1.0,0.0,0.0,9,99.14,1
0.039,22274,92290,0.0,0.0,0.0,9,99.28,1
0.013999999999999999,19718,105650,0.0,0.0,0.0,7,99.14,1
0.105,24104,197630,0.0,0.0,0.0,19,99.32,1
0.076,27017,66080,0.0,0.0,0.0,12,99.31,1
0.121,25195,135050,0.0,0.0,0.0,13,98.39,1
0.045,27384,141390,0.0,0.0,0.0,6,99.74,1
0.888,21914,131780,4.0,0.0,0.0,14,96.87,1
1.0,16805,87540,0.0,1.0,2.0,6,99.18,1
0.33399999999999996,16802,185040,2.0,0.0,0.0,16,98.64,0
0.011000000000000001,21178,122570,0.0,0.0,0.0,6,99.06729119785638,1
0.609,13147,268600,2.0,0.0,0.0,22,98.1,0
0.0,18992,99070,0.0,0.0,0.0,10,99.15,1
0.797,21546,270130,0.0,0.0,0.0,6,99.85,1
1.0,21179,162510,6.0,0.0,1.0,14,99.06729119785638,0
0.08199999999999999,24097,30140,0.0,0.0,0.0,9,99.73,1
0.493,22641,48150,1.0,1.0,3.0,9,97.27,1
0.308,11691,37530,0.0,0.0,0.0,9,99.31,1
0.09699999999999999,24103,462550,0.0,0.0,0.0,12,99.65,1
0.19899999999999998,25558,360150,0.0,0.0,0.0,12,99.25,1
0.085,24470,168810,1.0,0.0,0.0,7,99.83,1
0.35700000000000004,19721,137610,2.0,0.0,1.0,14,98.72,1
0.099,19351,555900,1.0,0.0,0.0,9,99.12,1
0.153,17528,99490,0.0,0.0,0.0,7,99.07,1
0.03,19357,217580,0.0,0.0,0.0,26,99.34,1
0.128,21185,153110,0.0,0.0,0.0,7,99.41,1
0.121,17164,150060,0.0,0.0,0.0,13,97.72,1
0.0,11691,173300,1.0,0.0,1.0,11,99.55,1
0.205,18991,94530,0.0,0.0,0.0,14,99.19,1
0.066,14975,75410,0.0,0.0,0.0,15,99.04,1
0.068,17166,138630,3.0,0.0,1.0,15,99.27,1
0.44799999999999995,16071,75050,2.0,1.0,0.0,11,99.46,1
0.025,16075,150070,0.0,0.0,0.0,14,99.11,1
0.23,24098,255030,0.0,0.0,0.0,31,98.28,1
0.287,17161,137410,0.0,3.0,0.0,6,99.81,1
0.557,14240,93110,1.0,0.0,0.0,7,98.74,1
0.155,16797,83290,0.0,0.0,0.0,17,99.48,1
1.0,8410,48030,0.0,1.0,0.0,2,99.88,0
0.062,27384,202610,0.0,0.0,0.0,6,98.27,1
0.02,16799,237540,0.0,0.0,0.0,8,99.54,1
0.546,13150,99070,0.0,1.0,2.0,4,99.71,0
0.965,21544,238630,0.0,0.0,0.0,17,98.72,1
0.402,16804,206740,2.0,0.0,0.0,10,98.58,1
0.7120000000000001,16804,276150,2.0,0.0,1.0,10,99.81,1
0.35,13153,164090,0.0,0.0,0.0,9,99.56,1
0.22,18629,240100,0.0,0.0,0.0,14,98.81,1
0.0,13875,195100,1.0,0.0,0.0,8,99.2,1
0.43,24462,119600,0.0,0.0,0.0,6,98.86,1
0.006999999999999999,22278,300120,0.0,0.0,0.0,17,99.28,1
0.124,13881,450050,0.0,0.0,0.0,7,99.56,1
0.302,21905,383550,0.0,0.0,0.0,18,99.34,1
0.037000000000000005,13517,192090,0.0,0.0,0.0,9,99.75,1
0.445,17895,267070,3.0,0.0,0.0,22,98.56,1
0.156,24099,108880,0.0,0.0,0.0,5,99.71,1
0.04,25562,141060,0.0,0.0,1.0,11,98.76,1
0.718,20445,413940,0.0,0.0,0.0,12,99.49,1
0.023,22279,105040,0.0,0.0,0.0,18,97.36,1
0.006,24467,90050,0.0,0.0,0.0,7,99.89,1
0.059000000000000004,13881,211020,1.0,0.0,0.0,10,99.71,1
0.308,17890,183070,2.0,2.0,0.0,6,99.73,1
0.016,23003,135090,0.0,0.0,0.0,10,99.89,1
0.016,28842,94260,0.0,0.0,0.0,5,99.68,1
0.0,23731,96130,0.0,0.0,0.0,8,98.74,1
0.07,22275,96090,2.0,0.0,0.0,7,99.87,1
0.149,15343,100130,0.0,0.0,0.0,9,98.9,1
0.122,13883,380010,0.0,0.0,0.0,10,99.34,1
0.971,14246,180120,1.0,0.0,0.0,6,98.85,0
0.547,16439,225070,0.0,0.0,0.0,13,98.94,1
0.052000000000000005,14245,180140,1.0,0.0,0.0,12,98.79,1
0.19699999999999998,10965,76450,0.0,0.0,0.0,5,99.71,1
0.39399999999999996,13514,150120,0.0,0.0,0.0,19,97.19,0
0.043,23003,187630,0.0,0.0,0.0,14,99.31,1
0.23199999999999998,25197,130110,0.0,0.0,0.0,17,98.74,1
0.441,14979,327130,0.0,0.0,0.0,10,99.34,1
0.11900000000000001,23003,100090,0.0,0.0,0.0,12,99.66,1
0.484,23370,492050,1.0,0.0,1.0,18,99.17,1
0.013999999999999999,19353,300090,0.0,0.0,0.0,12,99.06729119785638,1
0.45899999999999996,30667,127580,0.0,0.0,0.0,17,98.59,0
0.019,22279,395100,0.0,0.0,0.0,8,99.58,1
0.054000000000000006,18992,160520,0.0,0.0,0.0,13,98.73,1
1.0,17165,125050,0.0,1.0,0.0,3,98.21,0
0.7609999999999999,19716,180070,2.0,1.0,1.0,10,99.0,1
0.0,28482,175070,0.0,0.0,0.0,12,99.6,1
0.045,22635,59610,0.0,1.0,0.0,36,98.95,1
0.003,16796,105120,0.0,0.0,0.0,9,99.2,1
0.008,18625,93070,0.0,0.0,0.0,5,99.63,1
0.284,20448,325100,0.0,0.0,0.0,11,99.26,1
0.151,24826,120060,0.0,0.0,0.0,12,99.13,1
0.004,27383,167360,0.0,0.0,0.0,6,99.06729119785638,1
0.489,14974,228650,0.0,0.0,0.0,12,99.46,1
0.408,18989,3222090,0.0,0.0,0.0,17,99.79,1
0.6990000000000001,17527,396050,0.0,0.0,0.0,17,98.99,1
0.07400000000000001,27020,312590,0.0,0.0,0.0,10,99.27,1
0.613,17896,156340,0.0,0.0,0.0,15,99.31,1
0.215,20447,90070,0.0,0.0,0.0,14,99.22,1
1.0,18263,450130,0.0,0.0,0.0,9,98.75,1
0.149,18985,90050,0.0,0.0,0.0,11,99.23,1
0.07,13516,244890,0.0,0.0,0.0,11,99.38,1
0.613,21549,62550,0.0,0.0,0.0,14,95.72,1
0.036000000000000004,15338,237570,0.0,0.0,0.0,5,99.69,1
0.09699999999999999,15335,219310,0.0,0.0,0.0,9,99.6,1
0.057,16075,237520,0.0,0.0,0.0,16,98.51,1
0.015,16072,320010,0.0,0.0,0.0,9,99.77,1
0.0,17163,150060,0.0,0.0,0.0,11,97.14,1
0.531,17898,242580,0.0,0.0,0.0,19,98.68,1
0.218,24835,87550,0.0,0.0,0.0,7,99.69,1
0.013000000000000001,21914,238710,0.0,0.0,0.0,12,99.28,1
0.615,24465,135580,0.0,0.0,0.0,11,98.76,1
0.18,16804,117630,0.0,0.0,0.0,6,98.83,1
0.106,20082,225080,0.0,0.0,0.0,10,98.76,1
0.102,22636,300130,0.0,0.0,0.0,12,99.09,1
1.0,13881,97950,0.0,0.0,0.0,5,98.8,1
0.047,20082,126150,0.0,0.0,0.0,6,99.19,1
0.032,28481,105080,0.0,0.0,0.0,11,99.86,1
0.018000000000000002,13513,168130,0.0,0.0,0.0,11,99.6,1
0.013999999999999999,20082,166100,0.0,0.0,0.0,12,98.48,1
0.861,15710,118770,0.0,0.0,0.0,12,98.09,1
0.7140000000000001,14605,144120,1.0,0.0,0.0,13,99.16,1
0.054000000000000006,20815,482550,0.0,0.0,0.0,13,99.47,1
0.777,17162,351340,0.0,0.0,0.0,11,99.26,1
0.8909999999999999,9501,105080,0.0,4.0,0.0,9,99.21,0
0.155,23374,297550,0.0,0.0,0.0,52,98.07,1
1.0,12789,84120,1.0,0.0,0.0,3,99.57,0
0.153,11694,65110,0.0,0.0,0.0,9,99.81,1
0.308,12057,315120,1.0,0.0,0.0,11,99.65,1
0.013000000000000001,16433,114030,0.0,0.0,0.0,10,99.13,1
0.511,22280,155020,0.0,0.0,0.0,17,99.17,1
0.036000000000000004,26657,125040,0.0,0.0,0.0,10,99.3,1
0.027999999999999997,22276,183140,0.0,0.0,0.0,13,99.07,1
0.013999999999999999,30673,180040,0.0,0.0,0.0,13,98.56,1
1.0,9135,99140,0.0,0.0,1.0,3,99.85,1
0.015,24466,2160060,0.0,0.0,0.0,12,99.82,1
1.0,16434,57600,2.0,0.0,0.0,8,99.02,0
1.0,23734,26780,0.0,0.0,0.0,8,98.82,1
0.0,20088,61210,0.0,0.0,0.0,10,98.3,1
0.9159999999999999,11687,30060,6.0,0.0,1.0,16,97.78,0
0.035,12420,104570,0.0,0.0,0.0,8,98.97,1
0.099,21907,360840,0.0,0.0,0.0,5,99.45,1
1.0,24103,30040,0.0,0.0,0.0,3,99.42,1
0.053,20810,812570,0.0,0.0,0.0,11,99.67,1
0.32799999999999996,15704,205140,0.0,0.0,0.0,14,99.15,1
0.737,20810,303400,1.0,0.0,0.0,7,99.27,0
1.0,18621,144590,0.0,0.0,0.0,4,99.57,0
0.049,12790,49730,0.0,0.0,0.0,5,99.53,1
0.17600000000000002,16434,107550,1.0,0.0,0.0,10,98.92,1
0.034,26292,315080,0.0,0.0,0.0,9,99.89,1
0.109,17893,242040,1.0,0.0,0.0,14,98.83,1
0.008,23003,173550,0.0,0.0,0.0,7,99.37,1
1.0,10965,80280,0.0,3.0,0.0,4,99.57,0
0.16899999999999998,21542,167570,0.0,0.0,0.0,14,98.76,1
0.7609999999999999,15710,250030,0.0,0.0,0.0,9,99.12,1
0.168,23007,201550,1.0,0.0,0.0,11,99.03,1
0.008,20088,150600,0.0,0.0,0.0,17,99.1,1
0.096,23010,120100,0.0,0.0,0.0,8,99.73,1
0.769,17526,195320,0.0,0.0,0.0,24,98.57,1
0.011000000000000001,22641,418550,1.0,0.0,0.0,24,98.09,1
0.499,12786,49900,1.0,0.0,0.0,13,98.45,1
0.027000000000000003,12054,194590,0.0,0.0,0.0,10,98.89,1
0.105,13147,249130,0.0,0.0,0.0,8,99.58,1
0.078,11320,200070,0.0,0.0,0.0,9,99.67,1
0.045,26286,156030,0.0,0.0,0.0,8,99.7,1
0.068,16436,270990,0.0,0.0,0.0,9,99.35,1
0.733,14243,252080,0.0,0.0,0.0,9,98.97,1
0.17800000000000002,23736,119640,0.0,0.0,0.0,11,99.46,1
0.363,22636,180080,0.0,0.0,0.0,7,99.65,1
0.001,24463,87770,0.0,0.0,0.0,20,98.7,1
0.382,18261,240150,0.0,0.0,0.0,10,98.94,1
0.39399999999999996,21541,390130,0.0,0.0,0.0,11,98.98,1
0.01,19722,577580,1.0,0.0,0.0,11,99.47,1
0.0,14608,523320,3.0,0.0,0.0,10,98.81,1
0.442,17898,226870,1.0,0.0,0.0,16,98.98,1
0.076,12054,249160,0.0,0.0,0.0,13,98.81,1
0.008,25559,78150,0.0,0.0,0.0,8,99.27,1
0.8859999999999999,14249,127030,1.0,0.0,0.0,10,98.1,1
0.307,20084,258720,0.0,0.0,0.0,9,99.2,1
0.156,11691,103820,0.0,0.0,0.0,7,99.29,1
0.0,29578,91550,1.0,0.0,0.0,8,99.06729119785638,1
0.004,21912,33100,0.0,0.0,0.0,13,98.77,1
0.17600000000000002,22272,225140,0.0,0.0,0.0,10,98.75,1
0.934,18263,207920,0.0,0.0,0.0,9,99.31,1
0.139,22642,72950,0.0,0.0,0.0,9,99.0,1
0.131,28840,250980,0.0,0.0,0.0,7,99.11,1
0.902,17165,210130,0.0,0.0,0.0,6,99.06,1
0.086,17531,171800,0.0,0.0,1.0,15,98.89,1
0.222,16797,211530,0.0,0.0,0.0,6,99.83,1
0.006999999999999999,14240,160230,0.0,0.0,0.0,10,98.73,1
0.9540000000000001,17163,120110,0.0,0.0,0.0,14,97.9,1
1.0,7676,27900,0.0,0.0,0.0,2,99.06729119785638,1
1.0,20089,29320,0.0,4.0,1.0,4,98.37,1
0.408,18623,361580,0.0,0.0,0.0,12,99.37,0
0.022000000000000002,22639,169140,0.0,0.0,0.0,4,99.3,1
0.518,11685,95100,1.0,0.0,0.0,12,98.79,1
0.7509999999999999,20455,285510,0.0,0.0,0.0,13,98.99,1
0.8059999999999999,25560,173550,0.0,0.0,0.0,12,97.84,1
0.213,16801,262570,0.0,0.0,0.0,21,98.55,1
0.747,17900,407570,0.0,0.0,0.0,12,99.18,1
0.37,12789,120130,0.0,0.0,0.0,5,99.69,1
0.18,23008,117020,0.0,0.0,0.0,13,99.13,1
0.002,18620,160080,0.0,0.0,0.0,9,99.26,1
0.917,14607,343730,0.0,0.0,0.0,18,98.57,1
0.087,22276,180140,0.0,0.0,0.0,11,99.35,1
0.084,22279,180050,0.0,0.0,0.0,7,98.58,1
0.141,15708,255030,0.0,0.0,0.0,12,98.87,1
0.743,10231,58140,2.0,3.0,0.0,6,98.96,0
0.10400000000000001,23737,236880,0.0,0.0,0.0,7,99.84,1
0.027000000000000003,13148,125040,0.0,0.0,0.0,12,99.54,1
0.767,16067,389300,1.0,0.0,0.0,10,99.4,1
0.155,12787,125040,0.0,0.0,0.0,19,99.21,1
0.0,21177,150130,0.0,0.0,0.0,13,97.31,1
0.027000000000000003,12419,150050,0.0,0.0,0.0,10,99.68,1
0.13699999999999998,7676,28010,0.0,0.0,0.0,4,99.89,1
0.0,14611,213720,0.0,0.0,0.0,4,99.76,1
0.001,24826,135120,0.0,0.0,0.0,9,99.43,1
0.11,28844,162530,0.0,0.0,0.0,9,99.45,1
0.275,14243,180140,0.0,0.0,0.0,21,98.56,1
0.106,14608,116040,0.0,0.0,0.0,9,98.72,1
0.086,13153,212580,0.0,0.0,0.0,5,99.33,1
0.0,19725,61150,0.0,0.0,0.0,10,99.53,1
0.524,21908,544030,4.0,0.0,0.0,26,97.9,0
0.198,17160,650110,2.0,0.0,0.0,16,98.67,0
0.042,21546,159030,0.0,0.0,0.0,7,99.22,1
0.14400000000000002,14610,105140,1.0,0.0,0.0,7,98.71,1
1.0,11694,55120,0.0,0.0,0.0,5,99.61,1
1.0,16075,74430,0.0,0.0,0.0,9,98.71,1
0.255,21549,100080,1.0,0.0,0.0,18,97.2,1
0.72,8404,28580,0.0,0.0,0.0,5,99.79,1
0.0,12423,48130,0.0,0.0,0.0,4,99.8,1
0.41600000000000004,16435,162150,1.0,0.0,1.0,16,98.65,1
0.915,15341,90080,0.0,0.0,0.0,12,97.63,1
0.02,23010,315050,0.0,0.0,0.0,11,99.78,1
0.054000000000000006,14248,197440,0.0,0.0,0.0,16,98.67,1
0.032,28113,147730,0.0,0.0,0.0,13,99.06,1
0.168,23739,157530,0.0,0.0,0.0,10,98.87,1
0.265,22642,269430,0.0,0.0,0.0,17,98.72,1
0.207,13515,221020,1.0,0.0,0.0,19,98.67,1
0.14,20450,1740150,0.0,0.0,0.0,7,99.88,1
0.8759999999999999,28482,84570,2.0,3.0,0.0,11,98.78,0
0.0,16435,155110,0.0,0.0,0.0,9,99.37,1
0.636,19724,118830,1.0,0.0,0.0,16,98.28,1
0.32899999999999996,17529,114060,0.0,0.0,0.0,8,99.14,1
0.006,22279,66060,0.0,0.0,0.0,14,98.0,1
0.034,29215,126130,0.0,0.0,0.0,13,99.56,1
1.0,12420,180100,0.0,0.0,0.0,11,98.95,1
0.614,14607,240060,0.0,0.0,0.0,9,99.21,1
0.7909999999999999,13880,141110,0.0,0.0,0.0,8,99.54,1
1.0,16075,295020,0.0,0.0,0.0,10,99.34,1
0.023,21912,80320,0.0,0.0,0.0,3,99.06729119785638,0
0.04,23735,386120,0.0,0.0,1.0,7,99.52,1
1.0,16073,312540,0.0,1.0,0.0,5,99.25,1
1.0,11324,66150,0.0,0.0,0.0,4,99.06729119785638,1
0.14,21541,87100,0.0,0.0,0.0,14,98.34,1
0.0,16804,162510,0.0,0.0,0.0,5,99.4,1
0.009000000000000001,20085,137610,0.0,0.0,0.0,20,99.37,1
0.057999999999999996,18265,414130,0.0,0.0,0.0,12,99.2,1
0.0,20816,107000,0.0,0.0,0.0,11,98.73,1
0.146,16072,150060,0.0,0.0,0.0,5,99.82,1
0.03,15709,127560,0.0,0.0,0.0,6,98.64,1
0.841,18993,138170,0.0,0.0,0.0,9,99.01,1
0.359,19717,325110,0.0,0.0,0.0,18,98.91,1
0.937,13155,228080,0.0,0.0,0.0,9,98.94,1
0.037000000000000005,11320,105090,0.0,0.0,0.0,5,99.89,1
1.0,15343,151590,0.0,2.0,0.0,6,98.99,0
0.22,19360,332070,0.0,0.0,0.0,22,99.07,1
0.001,22274,144660,0.0,0.0,0.0,6,99.7,1
0.272,24096,232530,0.0,0.0,0.0,15,99.01,1
0.644,14607,270100,0.0,0.0,0.0,11,99.28,1
0.634,16801,124830,0.0,0.0,0.0,6,98.97,1
0.305,19353,225120,2.0,0.0,0.0,15,98.55,1
0.004,18264,155880,0.0,0.0,0.0,12,99.06729119785638,1
0.077,18262,266040,0.0,0.0,0.0,16,99.36,1
0.047,28480,166330,0.0,0.0,0.0,11,98.99,1
0.485,15708,260040,2.0,0.0,0.0,14,98.91,1
0.34299999999999997,16799,320100,1.0,0.0,0.0,15,99.22,1
0.535,21184,108070,0.0,0.0,0.0,8,98.58,1
0.33,19351,152590,0.0,0.0,0.0,10,99.33,0
0.01,18628,105060,0.0,0.0,0.0,12,99.88,1
0.335,27381,225030,0.0,0.0,0.0,27,98.75,1
0.226,22645,241770,0.0,0.0,0.0,7,99.43,1
0.057,18994,375090,0.0,0.0,0.0,17,99.27,1
0.209,24827,207050,0.0,0.0,0.0,7,99.77,1
0.024,20820,312510,0.0,0.0,0.0,11,99.06,1
0.244,21908,125670,2.0,0.0,0.0,19,98.64,1
0.8759999999999999,20447,369080,0.0,0.0,0.0,21,98.34,0
0.043,13520,217540,1.0,0.0,0.0,10,99.24,1
1.0,9132,51140,0.0,0.0,1.0,4,99.16,0
0.306,13884,66100,1.0,0.0,2.0,10,98.01,1
0.044000000000000004,25558,25600,0.0,0.0,0.0,9,99.77,1
1.0,15340,231390,0.0,0.0,0.0,5,99.84,1
0.151,23003,100100,0.0,0.0,0.0,7,99.35,1
0.5589999999999999,17893,107540,0.0,0.0,0.0,14,97.42,1
0.503,16803,147500,0.0,0.0,0.0,8,99.18,1
0.0,17167,294150,0.0,0.0,0.0,8,99.23,1
0.955,17170,275050,2.0,0.0,0.0,13,98.72,1
0.06,13878,33130,0.0,0.0,0.0,6,93.93,1
0.02,28119,180120,0.0,0.0,0.0,8,99.85,1
0.057,23000,242610,1.0,0.0,0.0,15,99.24,1
0.05,19358,88680,0.0,0.0,0.0,11,99.08,1
0.0,20815,394080,0.0,0.0,0.0,11,99.49,1
0.14400000000000002,18262,360110,0.0,0.0,0.0,14,98.91,1
0.29600000000000004,31039,175100,0.0,0.0,0.0,14,99.11,1
0.733,17896,165770,2.0,0.0,0.0,13,98.55,0
0.078,20812,225040,1.0,0.0,0.0,15,98.84,1
1.0,19355,186150,1.0,3.0,0.0,3,99.82,0
0.281,24470,164640,1.0,0.0,0.0,9,99.05,1
0.8009999999999999,10592,300120,0.0,0.0,0.0,8,98.6,1
0.327,15703,118990,1.0,0.0,0.0,12,99.16,1
0.139,14970,203580,0.0,0.0,0.0,19,99.16,1
0.003,22278,130040,0.0,0.0,0.0,4,99.06729119785638,1
1.0,13148,184920,0.0,1.0,0.0,2,99.83,0
0.195,10955,212630,0.0,0.0,0.0,8,99.23,1
0.7929999999999999,10964,79900,0.0,0.0,0.0,11,99.45,1
0.368,13147,1500050,0.0,0.0,1.0,6,99.83,1
0.0,27754,215160,0.0,0.0,0.0,7,99.06729119785638,1
0.9620000000000001,12783,105100,0.0,0.0,0.0,11,99.39,1
0.009000000000000001,15342,187570,0.0,0.0,0.0,11,99.15,1
0.405,11685,151170,0.0,0.0,0.0,7,98.91,1
0.865,20815,102630,0.0,0.0,0.0,13,98.99,1
0.071,17894,129120,0.0,0.0,0.0,17,99.07,1
0.345,12415,114100,0.0,0.0,0.0,13,98.15,1
0.027000000000000003,23004,227350,0.0,0.0,0.0,19,99.38,1
0.9890000000000001,16797,117790,0.0,4.0,2.0,7,98.8,0
0.552,21549,286050,0.0,0.0,0.0,16,99.16,1
0.037000000000000005,14243,888600,0.0,0.0,0.0,14,99.31,1
0.01,18987,192110,0.0,0.0,0.0,13,99.34,1
0.649,23010,135140,1.0,0.0,0.0,14,98.81,1
0.055999999999999994,19360,145840,0.0,0.0,0.0,4,99.88,1
0.0,20447,46040,0.0,0.0,0.0,8,98.8,1
0.9640000000000001,18621,115730,0.0,0.0,0.0,8,99.65,1
0.11,14247,92620,1.0,0.0,0.0,24,99.13,0
